
  1.17187500000  1.17631944444  1.18965277778  1.21187500000  1.24298611111  1.28298611111  1.33187500000  1.38965277778  1.45631944444  1.53187500000  1.61631944444  1.70965277778  1.81187500000  1.92298611111  2.04298611111  2.17187500000
  1.17631944444  1.18076388889  1.19409722222  1.21631944444  1.24743055556  1.28743055556  1.33631944444  1.39409722222  1.46076388889  1.53631944444  1.62076388889  1.71409722222  1.81631944444  1.92743055556  2.04743055556  2.17631944444
  1.18965277778  1.19409722222  1.20743055556  1.22965277778  1.26076388889  1.30076388889  1.34965277778  1.40743055556  1.47409722222  1.54965277778  1.63409722222  1.72743055556  1.82965277778  1.94076388889  2.06076388889  2.18965277778
  1.21187500000  1.21631944444  1.22965277778  1.25187500000  1.28298611111  1.32298611111  1.37187500000  1.42965277778  1.49631944444  1.57187500000  1.65631944444  1.74965277778  1.85187500000  1.96298611111  2.08298611111  2.21187500000
  1.24298611111  1.24743055556  1.26076388889  1.28298611111  1.31409722222  1.35409722222  1.40298611111  1.46076388889  1.52743055556  1.60298611111  1.68743055556  1.78076388889  1.88298611111  1.99409722222  2.11409722222  2.24298611111
  1.28298611111  1.28743055556  1.30076388889  1.32298611111  1.35409722222  1.39409722222  1.44298611111  1.50076388889  1.56743055556  1.64298611111  1.72743055556  1.82076388889  1.92298611111  2.03409722222  2.15409722222  2.28298611111
  1.33187500000  1.33631944444  1.34965277778  1.37187500000  1.40298611111  1.44298611111  1.49187500000  1.54965277778  1.61631944444  1.69187500000  1.77631944444  1.86965277778  1.97187500000  2.08298611111  2.20298611111  2.33187500000
  1.38965277778  1.39409722222  1.40743055556  1.42965277778  1.46076388889  1.50076388889  1.54965277778  1.60743055556  1.67409722222  1.74965277778  1.83409722222  1.92743055556  2.02965277778  2.14076388889  2.26076388889  2.38965277778
  1.45631944444  1.46076388889  1.47409722222  1.49631944444  1.52743055556  1.56743055556  1.61631944444  1.67409722222  1.74076388889  1.81631944444  1.90076388889  1.99409722222  2.09631944444  2.20743055556  2.32743055556  2.45631944444
  1.53187500000  1.53631944444  1.54965277778  1.57187500000  1.60298611111  1.64298611111  1.69187500000  1.74965277778  1.81631944444  1.89187500000  1.97631944444  2.06965277778  2.17187500000  2.28298611111  2.40298611111  2.53187500000
  1.61631944444  1.62076388889  1.63409722222  1.65631944444  1.68743055556  1.72743055556  1.77631944444  1.83409722222  1.90076388889  1.97631944444  2.06076388889  2.15409722222  2.25631944444  2.36743055556  2.48743055556  2.61631944444
  1.70965277778  1.71409722222  1.72743055556  1.74965277778  1.78076388889  1.82076388889  1.86965277778  1.92743055556  1.99409722222  2.06965277778  2.15409722222  2.24743055556  2.34965277778  2.46076388889  2.58076388889  2.70965277778
  1.81187500000  1.81631944444  1.82965277778  1.85187500000  1.88298611111  1.92298611111  1.97187500000  2.02965277778  2.09631944444  2.17187500000  2.25631944444  2.34965277778  2.45187500000  2.56298611111  2.68298611111  2.81187500000
  1.92298611111  1.92743055556  1.94076388889  1.96298611111  1.99409722222  2.03409722222  2.08298611111  2.14076388889  2.20743055556  2.28298611111  2.36743055556  2.46076388889  2.56298611111  2.67409722222  2.79409722222  2.92298611111
  2.04298611111  2.04743055556  2.06076388889  2.08298611111  2.11409722222  2.15409722222  2.20298611111  2.26076388889  2.32743055556  2.40298611111  2.48743055556  2.58076388889  2.68298611111  2.79409722222  2.91409722222  3.04298611111
