step diff
100 0.40135613438
200 0.12289088556
300 0.04317713044
400 0.01538101149
500 0.00549389206
600 0.00196345769
700 0.00070180318
800 0.00025085356
900 0.00008966595
1000 0.00003205054
1100 0.00001145627
1200 0.00000409497
1300 0.00000146372
1400 0.00000052320
1500 0.00000018701
1600 0.00000006685
1700 0.00000002389
1785 0.00000000997
